Movie_Title,Director_Name,IMDB_score,Actor_1,Actor_2,Actor_3,Gross_Revenue,Budget,Total_Facebook_Likes,Country
Moon,Duncan Jones,7.9,Kevin Spacey,Matt Berry,Benedict Wong,5009677.0,5000000.0,47000,UK
Sea Rex 3D: Journey to a Prehistoric World,Ronan Chapalain,6.9,Norbert Ferrer,Guillaume Denaiffe,Chloe Hollings,4074023.0,5000000.0,89,UK
The Sweet Hereafter,Atom Egoyan,7.7,Bruce Greenwood,Sarah Polley,Simon Baker,4306697.0,5000000.0,920,Canada
Of Gods and Men,Xavier Beauvois,7.2,Lambert Wilson,Michael Lonsdale,Olivier Rabourdin,3950029.0,4000000.0,0,France
Bottle Shock,Randall Miller,6.8,Alan Rickman,Freddy Rodríguez,Greg Collins,4040588.0,5000000.0,0,USA
Heavenly Creatures,Peter Jackson,7.4,Kate Winslet,Jed Brophy,Liz Mullane,3049135.0,5000000.0,0,New Zealand
90 Minutes in Heaven,Michael Polish,4.6,Hayden Christensen,Bobby Batson,Cynthia Barrett,4700361.0,5000000.0,0,USA
Everything Must Go,Dan Rush,6.4,Will Ferrell,Scott Takeda,Stephen Root,2711210.0,5000000.0,0,USA
Zero Effect,Jake Kasdan,7.0,Kim Dickens,Ryan O'Neal,Angela Featherstone,1980338.0,5000000.0,507,USA
The Machinist,Brad Anderson,7.7,Christian Bale,Jennifer Jason Leigh,Reg E. Cathey,1082044.0,5000000.0,21000,Spain
Light Sleeper,Paul Schrader,6.8,Dana Delany,Jane Adams,David Clennon,1100000.0,5000000.0,247,USA
Kill the Messenger,Michael Cuesta,7.0,Jeremy Renner,Paz Vega,Robert Pralgo,2445646.0,5000000.0,13000,USA
Rabbit Hole,John Cameron Mitchell,7.0,Dianne Wiest,Jon Tenney,Tammy Blanchard,2221809.0,5000000.0,0,USA
Party Monster,Fenton Bailey,6.3,Macaulay Culkin,Mia Kirshner,Marilyn Manson,296665.0,5000000.0,0,USA
Green Room,Jeremy Saulnier,7.1,Alia Shawkat,Mark Webber,Joe Cole,3219029.0,5000000.0,10000,USA
Atlas Shrugged: Who Is John Galt?,James Manera,4.4,Joaquim de Almeida,Greg Germann,Kristoffer Polaha,830210.0,5000000.0,0,USA
Bottle Rocket,Wes Anderson,7.1,Andrew Wilson,Darryl Cox,Lumi Cavazos,1040879.0,7000000.0,0,USA
Albino Alligator,Kevin Spacey,6.1,Viggo Mortensen,Joe Mantegna,Faye Dunaway,326308.0,5000000.0,225,USA
"Lovely, Still",Nicholas Fackler,7.3,Adam Scott,Ellen Burstyn,Martin Landau,124720.0,5000000.0,777,USA
Desert Blue,Morgan J. Freeman,6.2,Ethan Suplee,John Heard,Sara Gilbert,99147.0,2000000.0,69,USA
The Visit,M. Night Shyamalan,6.2,Ocean James,Patch Darragh,Olivia DeJonge,65069140.0,5000000.0,27000,USA
Redacted,Brian De Palma,6.2,Mike Figueroa,Daniel Stewart Sherman,Kel O'Neill,65087.0,5000000.0,559,USA
Fascination,Klaus Menzel,3.3,Adam Garcia,Jacqueline Bisset,Alice Evans,16066.0,5000000.0,40,Germany
Rudderless,William H. Macy,7.5,Billy Crudup,Felicity Huffman,David Adam Flannery,37440.0,5000000.0,0,USA
I Served the King of England,Jirí Menzel,7.4,Julia Jentsch,Ivan Barnev,Milan Lasica,617228.0,84450000.0,1000,Czech Republic
Soul Kitchen,Fatih Akin,7.3,Udo Kier,Moritz Bleibtreu,Birol Ünel,274385.0,4000000.0,0,Germany
Sling Blade,Billy Bob Thornton,8.0,Robert Duvall,Dwight Yoakam,J.T. Walsh,24475416.0,890000.0,0,USA
Hostel,Eli Roth,5.9,Jay Hernandez,Takashi Miike,Rick Hoffman,47277326.0,4800000.0,0,USA
Tristram Shandy: A Cock and Bull Story,Michael Winterbottom,6.8,Steve Coogan,Shirley Henderson,Dylan Moran,1247453.0,2800000.0,750,UK
Take Shelter,Jeff Nichols,7.4,Katy Mixon,Shea Whigham,Robert Longstreet,1729969.0,5000000.0,14000,USA
Lady in White,Frank LaLoggia,6.7,Alex Rocco,Lukas Haas,Katherine Helmond,1705139.0,4700000.0,0,USA
The Texas Chainsaw Massacre 2,Tobe Hooper,5.5,Bill Johnson,Lou Perryman,Jim Siedow,8025872.0,4700000.0,0,USA
Only God Forgives,Nicolas Winding Refn,5.7,Ryan Gosling,Kristin Scott Thomas,Yayaying Rhatha Phongam,778565.0,4800000.0,30000,Denmark
The Names of Love,Michel Leclerc,7.2,Sara Forestier,Jacques Gamblin,Zinedine Soualem,513836.0,4600000.0,0,France
Savage Grace,Tom Kalin,5.9,Eddie Redmayne,Elena Anaya,Stephen Dillane,434417.0,4600000.0,0,Spain
Police Academy,Hugh Wilson,6.7,Steve Guttenberg,Bubba Smith,Michael Winslow,81200000.0,4500000.0,0,USA
Four Weddings and a Funeral,Mike Newell,7.1,Kristin Scott Thomas,James Fleet,Simon Callow,52700832.0,4500000.0,0,UK
25th Hour,Spike Lee,7.7,Philip Seymour Hoffman,Rosario Dawson,Aaron Stanford,13060843.0,15000000.0,0,USA
Bound,Lana Wachowski,7.4,Christopher Meloni,Kevin Michael Richardson,Peter Spellos,3798532.0,4500000.0,2000,USA
Requiem for a Dream,Darren Aronofsky,8.4,Ellen Burstyn,Mark Margolis,Louise Lasser,3609278.0,4500000.0,38000,USA
Tango,Carlos Saura,7.2,Mía Maestro,Juan Luis Galiardo,Miguel Ángel Solá,1687311.0,700000000.0,539,Spain
Moms' Night Out,Andrew Erwin,5.4,Alex Kendrick,Sarah Drew,Patricia Heaton,10429707.0,5000000.0,0,USA
Donnie Darko,Richard Kelly,8.1,Jake Gyllenhaal,Mary McDonnell,James Duval,727883.0,4500000.0,33000,USA
Character,Mike van Diem,7.8,Jan Decleir,Fedja van Huêt,Hans Kesting,713413.0,4500000.0,689,Netherlands
Spun,Jonas Åkerlund,6.8,Patrick Fugit,Nicholas Gonzalez,Debbie Harry,410241.0,2000000.0,3000,USA
Lady Vengeance,Chan-wook Park,7.7,Min-sik Choi,Yeong-ae Lee,Hye-jeong Kang,211667.0,4200000000.0,4000,South Korea
Mean Machine,Barry Skolnick,6.5,Jason Statham,Jason Flemyng,Danny Dyer,92191.0,2500000.0,0,UK
Exiled,Johnnie To,7.3,Simon Yam,Anthony Chau-Sang Wong,Josie Ho,49413.0,35000000.0,528,Hong Kong
After.Life,Agnieszka Wojtowicz-Vosloo,5.9,Liam Neeson,Josh Charles,Chandler Canterbury,108229.0,4500000.0,7000,USA
One Flew Over the Cuckoo's Nest,Milos Forman,8.7,Scatman Crothers,Michael Berryman,Louise Fletcher,112000000.0,4400000.0,32000,USA
Falcon Rising,Ernie Barbarash,5.8,Michael Jai White,Michael J. Morris,Lateef Crowder,8691.0,4500000.0,0,USA
The Sweeney,Nick Love,6.1,Hayley Atwell,Ray Winstone,Alan Ford,26345.0,3000000.0,0,UK
Whale Rider,Niki Caro,7.6,Keisha Castle-Hughes,Rawiri Paratene,Tammy Davis,20772796.0,6000000.0,0,New Zealand
Paa,R. Balki,7.2,Vidya Balan,Abhishek Bachchan,Paresh Rawal,199228.0,150000000.0,504,India
Pan,Joe Wright,5.8,Hugh Jackman,Cara Delevingne,Nonso Anozie,34964818.0,150000000.0,24000,USA
Night Watch,Timur Bekmambetov,6.5,Konstantin Khabenskiy,Aleksey Chadov,Zhanna Friske,1487477.0,4200000.0,0,Russia
The Crying Game,Neil Jordan,7.3,Jim Broadbent,Miranda Richardson,Stephen Rea,62549000.0,2300000.0,0,UK
Porky's,Bob Clark,6.2,Art Hindle,Susan Clark,Tony Ganios,105500000.0,4000000.0,0,Canada
Survival of the Dead,George A. Romero,5.0,Julian Richings,Shawn Roberts,Kathleen Munroe,101055.0,4000000.0,0,USA
Lost in Translation,Sofia Coppola,7.8,Scarlett Johansson,Bill Murray,Catherine Lambert,44566004.0,4000000.0,17000,USA
Annie Hall,Woody Allen,8.1,Woody Allen,Carol Kane,Shelley Duvall,39200000.0,4000000.0,0,USA
The Greatest Show on Earth,Cecil B. DeMille,6.7,Gloria Grahame,Dorothy Lamour,Cornel Wilde,36000000.0,4000000.0,625,USA
Exodus: Gods and Kings,Ridley Scott,6.1,Christian Bale,María Valverde,Ben Mendelsohn,65007045.0,140000000.0,51000,UK
Monster's Ball,Marc Forster,7.1,Heath Ledger,Peter Boyle,Marcus Lyle Brown,31252964.0,4000000.0,0,USA
Maggie,Henry Hobson,5.6,Joely Richardson,J.D. Evermore,David A Cole,131175.0,8500000.0,22000,USA
Leaving Las Vegas,Mike Figgis,7.6,Nicolas Cage,Valeria Golino,Julian Sands,31968347.0,3600000.0,0,USA
The Boy Next Door,Rob Cohen,4.6,Ryan Guzman,Hill Harper,Adam Hicks,35385560.0,4000000.0,8000,USA
The Kids Are All Right,Lisa Cholodenko,7.1,Josh Hutcherson,Mia Wasikowska,Yaya DaCosta,20803237.0,3500000.0,16000,USA
They Live,John Carpenter,7.3,Meg Foster,Peter Jason,George 'Buck' Flower,13008928.0,4000000.0,27000,USA
The Last Exorcism Part II,Ed Gass-Donnelly,4.0,Muse Watson,Spencer Treat Clark,Ashley Bell,15152879.0,5000000.0,0,France
Boyhood,Richard Linklater,8.0,Ellar Coltrane,Lorelei Linklater,Libby Villari,25359200.0,4000000.0,92000,USA
Scoop,Woody Allen,6.7,Scarlett Johansson,Kevin McNally,Geoff Bell,10515579.0,4000000.0,0,UK
Planet of the Apes,Tim Burton,5.7,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,180011740.0,100000000.0,0,USA
The Wash,DJ Pooh,4.6,Angell Conwell,Dr. Dre,DJ Pooh,10097096.0,4000000.0,842,USA
3 Strikes,DJ Pooh,4.0,Mo'Nique,Mike Epps,Faizon Love,9821335.0,6000000.0,118,USA
The Cooler,Wayne Kramer,7.0,Estella Warren,Paul Sorvino,Shawn Hatosy,8243880.0,3200000.0,762,USA
The Night Listener,Patrick Stettner,5.9,Robin Williams,Joe Morton,Rory Culkin,7825820.0,4000000.0,576,USA
My Soul to Take,Wes Craven,4.8,Frank Grillo,Emily Meade,Zena Grey,14637490.0,25000000.0,0,USA
The Orphanage,J.A. Bayona,7.5,Geraldine Chaplin,Belén Rueda,Fernando Cayo,7159147.0,3400000.0,11000,Spain
A Haunted House 2,Michael Tiddes,4.7,Ashley Rickards,Essence Atkins,Gabriel Iglesias,17314483.0,4000000.0,0,USA
The Rules of Attraction,Roger Avary,6.7,Ian Somerhalder,Faye Dunaway,Clifton Collins Jr.,6525762.0,4000000.0,0,USA
Four Rooms,Allison Anders,6.7,Salma Hayek,Alicia Witt,Lili Taylor,4301331.0,4000000.0,0,USA
Secretary,Steven Shainberg,7.1,Jeremy Davies,Stephen McHattie,Lesley Ann Warren,4046737.0,4000000.0,15000,USA
The Real Cancun,Rick de Oliveira,2.7,Laura Ramsey,Alan Taylor,Benjamin Fletcher,3713002.0,8000000.0,131,USA
Talk Radio,Oliver Stone,7.3,Michael Wincott,Zach Grenier,Bill Johnson,3468572.0,4000000.0,816,USA
Waiting for Guffman,Christopher Guest,7.6,Catherine O'Hara,Fred Willard,Larry Miller,2892582.0,4000000.0,0,USA
Love Stinks,Jeff Franklin,5.8,Ivana Milicevic,Tyra Banks,Bridgette Wilson-Sampras,2800000.0,4000000.0,309,USA
You Kill Me,John Dahl,6.5,Philip Baker Hall,Aaron Hughes,Jayne Eastwood,2426851.0,4000000.0,830,USA
Thumbsucker,Mike Mills,6.6,Kelli Garner,Lou Taylor Pucci,Nancy O'Dell,1325073.0,4000000.0,708,USA
Mirrormask,Dave McKean,6.9,Stephanie Leonidas,Gina McKee,Rob Brydon,864959.0,4000000.0,0,UK
Samsara,Ron Fricke,8.5,Collin Alfredo St. Dic,Balinese Tari Legong Dancers,Puti Sri Candra Dewi,2601847.0,4000000.0,26000,USA
The Barbarians,Ruggero Deodato,4.8,Michael Berryman,Eva LaRue,Richard Lynch,800000.0,4000000.0,550,USA
Poolhall Junkies,Mars Callahan,7.0,Chazz Palminteri,Ricky Schroder,Ernie Reyes Jr.,562059.0,4000000.0,872,USA
The Loss of Sexual Innocence,Mike Figgis,5.4,Kelly Macdonald,Saffron Burrows,Julian Sands,399793.0,4000000.0,111,USA
Joe,David Gordon Green,6.9,Nicolas Cage,Tye Sheridan,Ronnie Gene Blevins,371897.0,4000000.0,11000,USA
Shooting Fish,Stefan Schwartz,6.6,Peter McNamara,Dan Futterman,Ralph Ineson,302204.0,3000000.0,167,UK
Prison,Renny Harlin,5.9,Viggo Mortensen,Lane Smith,Hal Landon Jr.,354704.0,1300000.0,314,USA
Psycho Beach Party,Robert Lee King,6.3,Lauren Ambrose,Kathleen Robertson,Beth Broderick,265107.0,1500000.0,614,Australia
The Big Tease,Kevin Allen,6.3,Craig Ferguson,Frances Fisher,Mary McCormack,185577.0,4000000.0,182,UK
"Buen Día, Ramón",Jorge Ramírez Suárez,7.7,Hector Kotsifakis,Adriana Barraza,Arcelia Ramírez,100412.0,4000000.0,0,Mexico
Trust,David Schwimmer,7.0,Noah Emmerich,Jordan Trovillion,Zoe Levin,58214.0,9500000.0,10000,USA
An Everlasting Piece,Barry Levinson,6.3,Anna Friel,Brían F. O'Byrne,Pauline McLynn,75078.0,14000000.0,132,USA
Among Giants,Sam Miller,5.9,Rachel Griffiths,Alan Williams,Rob Jarvis,64359.0,2500000.0,108,UK
Adore,Anne Fontaine,6.2,Robin Wright,Naomi Watts,Ben Mendelsohn,317125.0,16000000.0,0,Australia
Mondays in the Sun,Fernando León de Aranoa,7.7,Luis Tosar,Enrique Villén,Aida Folch,146402.0,4000000.0,0,Spain
Stake Land,Jim Mickle,6.5,Connor Paolo,Michael Cerveris,Nick Damici,18469.0,650000.0,0,USA
The Last Time I Committed Suicide,Stephen Kay,5.8,Keanu Reeves,Marg Helgenberger,Gretchen Mol,12836.0,4000000.0,161,USA
Futuro Beach,Karim Aïnouz,6.1,Wagner Moura,Clemens Schick,Jesuíta Barbosa,20262.0,4000000.0,278,Brazil
Inescapable,Ruba Nadda,5.2,Saad Siddiqui,Bonnie Lee Bouman,Fadia Nadda,4063.0,4000000.0,657,Canada
Gone with the Wind,Victor Fleming,8.2,Hattie McDaniel,George Reeves,Thomas Mitchell,198655278.0,3977000.0,16000,USA
Desert Dancer,Richard Raymond,6.0,Tom Cullen,Reece Ritchie,Marama Corlett,143653.0,4000000.0,0,UK
Major Dundee,Sam Peckinpah,6.8,James Coburn,Slim Pickens,Warren Oates,14873.0,3800000.0,251,USA
Annie Get Your Gun,George Sidney,7.0,Keenan Wynn,Howard Keel,Betty Hutton,8000000.0,3768785.0,456,USA
Defendor,Peter Stebbings,6.8,Michael Kelly,Tony Nappo,Charlotte Sullivan,37606.0,3500000.0,0,Canada
The Pirate,Vincente Minnelli,7.1,Gladys Cooper,Reginald Owen,Ellen Ross,2956000.0,3700000.0,359,USA
The Good Heart,Dagur Kári,6.9,Alice Olivia Clarke,Susan Blommaert,Stephen Henderson,19959.0,3800000.0,0,Iceland
The History Boys,Nicholas Hytner,6.9,Dominic Cooper,Russell Tovey,James Corden,2706659.0,2000000.0,0,UK
Unknown,Jaume Collet-Serra,6.9,Liam Neeson,Frank Langella,Aidan Quinn,61094903.0,30000000.0,29000,UK
The Full Monty,Peter Cattaneo,7.2,Tom Wilkinson,Mark Addy,Lesley Sharp,45857453.0,3500000.0,0,UK
Airplane!,Jim Abrahams,7.8,Peter Graves,Lloyd Bridges,Barbara Billingsley,83400000.0,3500000.0,16000,USA
Friday,F. Gary Gray,7.3,Nia Long,John Witherspoon,Tony Cox,27900000.0,3500000.0,8000,USA
Menace II Society,Albert Hughes,7.5,Jada Pinkett Smith,Larenz Tate,Khandi Alexander,27900000.0,3500000.0,0,USA
Creepshow 2,Michael Gornick,6.0,George Kennedy,Holt McCallany,Dorothy Lamour,14000000.0,3500000.0,1000,USA
The Witch,Robert Eggers,6.8,Julian Richings,Kate Dickie,Ralph Ineson,25138292.0,3500000.0,43000,USA
I Got the Hook Up,Michael Martin,3.9,Joe Estevez,Master P,Anthony Johnson,10305534.0,3500000.0,280,USA
She's the One,Edward Burns,6.1,John Mahoney,Frank Vincent,Michael McGlone,9449219.0,3500000.0,453,USA
Gods and Monsters,Bill Condon,7.5,Brendan Fraser,Lynn Redgrave,Kevin J. O'Connor,6390032.0,3500000.0,0,USA
The Secret in Their Eyes,Juan José Campanella,8.2,Ricardo Darín,Soledad Villamil,Guillermo Francella,20167424.0,2000000.0,33000,Argentina
Evil Dead II,Sam Raimi,7.8,Ted Raimi,Dan Hicks,Kassie Wesley DePaiva,5923044.0,3600000.0,0,USA
Pootie Tang,Louis C.K.,5.2,Wanda Sykes,J.B. Smoove,Robert Vaughn,3293258.0,3000000.0,0,USA
La otra conquista,Salvador Carrasco,6.8,Elpidia Carrillo,Zaide Silvia Gutiérrez,Damián Delgado,886410.0,3500000.0,140,Mexico
Trollhunter,André Øvredal,7.0,Otto Jespersen,Johanna Mørck,Glenn Erland Tosterud,252652.0,19900000.0,38000,Norway
Ira & Abby,Robert Cary,6.5,Frances Conroy,Fred Willard,Kevin Sussman,220234.0,3500000.0,360,USA
The Watch,Akiva Schaffer,5.7,Will Forte,Nicholas Braun,Rosemarie DeWitt,34350553.0,68000000.0,15000,USA
Winter Passing,Adam Rapp,6.4,Zooey Deschanel,Will Ferrell,Dallas Roberts,101228.0,3500000.0,414,USA
D.E.B.S.,Angela Robinson,5.3,Jordana Brewster,Geoff Stults,Scoot McNairy,96793.0,3500000.0,1000,USA
The Masked Saint,Warren P. Sonoda,4.7,Diahann Carroll,Mykel Shannon Jenkins,Lara Jean Chorostecki,123777.0,3500000.0,0,Canada
Time to Choose,Charles Ferguson,7.0,Jane Goodall,Jerry Brown,Peter Agnefjall,29233.0,3500000.0,121,USA
March of the Penguins,Luc Jacquet,7.6,Morgan Freeman,Sofie Gråbøl,Romane Bohringer,77413017.0,8000000.0,0,France
Margin Call,J.C. Chandor,7.1,Kevin Spacey,Demi Moore,Ashley Williams,5354039.0,3500000.0,21000,USA
Choke,Clark Gregg,6.5,Anjelica Huston,Matt Gerald,Jonah Bobo,2926565.0,3000000.0,0,USA
Whiplash,Damien Chazelle,8.5,J.K. Simmons,Melissa Benoist,Chris Mulkey,13092000.0,3300000.0,129000,USA
City of God,Fernando Meirelles,8.7,Alice Braga,Seu Jorge,Alexandre Rodrigues,7563397.0,3300000.0,28000,Brazil
Human Traffic,Justin Kerrigan,7.1,Danny Dyer,John Simm,Shaun Parkes,104257.0,2200000.0,0,UK
The Hunt,Thomas Vinterberg,8.3,Thomas Bo Larsen,Alexandra Rapaport,Hana Shuan,610968.0,3800000.0,60000,Denmark
Bella,Alejandro Monteverde,7.4,Armando Riesco,Ramon Rodriguez,Eduardo Verástegui,8108247.0,3300000.0,0,USA
Dreaming of Joseph Lees,Eric Styles,6.4,Samantha Morton,Rupert Graves,Miriam Margolyes,7680.0,2000000.0,100,USA
Maria Full of Grace,Joshua Marston,7.5,Catalina Sandino Moreno,Wilson Guerrero,Yenny Paola Vega,6517198.0,3000000.0,0,Colombia
Beginners,Mike Mills,7.2,Goran Visnjic,Lou Taylor Pucci,Mary Page Keller,5776314.0,3200000.0,15000,USA
Animal House,John Landis,7.6,John Belushi,Karen Allen,Tim Matheson,141600000.0,3000000.0,0,USA
Goldfinger,Guy Hamilton,7.8,Honor Blackman,Gert Fröbe,Lois Maxwell,51100000.0,3000000.0,0,UK
Trainspotting,Danny Boyle,8.2,Kelly Macdonald,Shirley Henderson,Ewen Bremner,16501785.0,3500000.0,21000,UK
The Original Kings of Comedy,Spike Lee,6.6,Bernie Mac,Cedric the Entertainer,Steve Harvey,38168022.0,3000000.0,290,USA
Paranormal Activity 2,Tod Williams,5.7,Sprague Grayden,Molly Ephraim,Micah Sloat,84749884.0,3000000.0,14000,USA
Waking Ned Devine,Kirk Jones,7.4,James Nesbitt,David Kelly,Fionnula Flanagan,24788807.0,3000000.0,0,UK
Bowling for Columbine,Michael Moore,8.0,Michael Moore,Dick Clark,Bill Clinton,21244913.0,4000000.0,4000,Germany
A Nightmare on Elm Street 2: Freddy's Revenge,Jack Sholder,5.4,Clu Gulager,Robert Rusler,Marshall Bell,30000000.0,2200000.0,0,USA
A Room with a View,James Ivory,7.4,Julian Sands,Rupert Graves,Denholm Elliott,20966644.0,3000000.0,0,UK
The Purge,James DeMonaco,5.7,Rhys Wakefield,Adelaide Kane,Chris Mulkey,64423650.0,3000000.0,31000,USA
Sinister,Scott Derrickson,6.8,Danielle Kotch,Victoria Leigh,James Ransone,48056940.0,3000000.0,58000,USA
Martin Lawrence Live: Runteldat,David Raynr,5.4,Nancy O'Dell,Mikki Padilla,Dayna Devon,19184015.0,3000000.0,63,USA
Air Bud,Charles Martin Smith,5.1,Kevin Zegers,Bill Cobbs,Michael Jeter,24629916.0,3000000.0,902,USA
Jason Lives: Friday the 13th Part VI,Tom McLoughlin,5.9,Tony Goldwyn,Ron Palillo,Vincent Guastaferro,19472057.0,3000000.0,0,USA
The Bridge on the River Kwai,David Lean,8.2,William Holden,Sessue Hayakawa,Jack Hawkins,27200000.0,3000000.0,0,UK
Spaced Invaders,Patrick Read Johnson,5.3,Ariana Richards,Royal Dano,Tonya Lee Williams,15369573.0,3000000.0,710,USA
Jason Goes to Hell: The Final Friday,Adam Marcus,4.3,Kane Hodder,Leslie Jordan,Erin Gray,15935068.0,2500000.0,949,USA
Dave Chappelle's Block Party,Michel Gondry,7.2,Common,Dave Chappelle,Lauryn Hill,11694528.0,3000000.0,635,USA
Next Day Air,Benny Boom,5.9,Omari Hardwick,Donald Faison,Mike Epps,10017041.0,3000000.0,545,USA
Phat Girlz,Nnegest Likké,3.0,Mo'Nique,Jimmy Jean-Louis,Joyful Drake,7059537.0,3000000.0,837,USA
Before Midnight,Richard Linklater,7.9,Seamus Davey-Fitzpatrick,Ariane Labed,Athina Rachel Tsangari,8114507.0,3000000.0,62000,USA
Teen Wolf Too,Christopher Leitch,3.2,John Astin,Robert Neary,Kim Darby,7888703.0,3000000.0,491,USA
Phantasm II,Don Coscarelli,6.5,Angus Scrimm,A. Michael Baldwin,James Le Gros,7282851.0,3000000.0,812,USA
Real Women Have Curves,Patricia Cardoso,7.0,America Ferrera,Lupe Ontiveros,George Lopez,5844929.0,3000000.0,595,USA
East Is East,Damien O'Donnell,6.9,Archie Panjabi,Jimi Mistry,Om Puri,4170647.0,1900000.0,1000,UK
Whipped,Peter M. Cohen,4.4,Callie Thorne,Brian Van Holt,David Heyman,4142507.0,3000000.0,131,USA
Kama Sutra: A Tale of Love,Mira Nair,6.0,Indira Varma,Sarita Choudhury,Rekha,4109095.0,3000000.0,0,USA
Warlock: The Armageddon,Anthony Hickox,5.3,Julian Sands,Zach Galligan,Paula Marshall,3902679.0,3000000.0,217,USA
8 Heads in a Duffel Bag,Tom Schulman,5.3,Kristy Swanson,George Hamilton,Dyan Cannon,3559990.0,3000000.0,417,USA
Thirteen Conversations About One Thing,Jill Sprecher,7.1,Matthew McConaughey,Rob McElhenney,Amy Irving,3287435.0,4500000.0,430,USA
Jawbreaker,Darren Stein,5.4,Julie Benz,Judy Greer,Jeff Conaway,3071947.0,3500000.0,0,USA
Basquiat,Julian Schnabel,6.9,Gary Oldman,Michael Wincott,Courtney Love,2961991.0,3300000.0,0,USA
Tsotsi,Gavin Hood,7.3,Terry Pheto,Nambitha Mpumlwana,Rapulana Seiphemo,2912363.0,3000000.0,0,UK
Happiness,Todd Solondz,7.8,Philip Seymour Hoffman,Jon Lovitz,Dylan Baker,3000000.0,3000000.0,0,USA
DysFunktional Family,George Gallo,6.6,Eddie Griffin,Joe Howard,Robert Noble,2223990.0,3000000.0,26,USA
Tusk,Kevin Smith,5.4,Johnny Depp,Haley Joel Osment,Michael Parks,1821983.0,3000000.0,20000,USA
Oldboy,Chan-wook Park,8.4,Min-sik Choi,Ji-tae Yu,Hye-jeong Kang,2181290.0,3000000.0,43000,South Korea
Letters to God,David Nixon,6.3,Robyn Lively,Michael Bolten,Christopher Schmidt,2848578.0,3500000.0,0,USA
Hobo with a Shotgun,Jason Eisener,6.1,Gregory Smith,Robb Wells,Molly Dunsworth,703002.0,3000000.0,37000,Canada
Compadres,Enrique Begne,5.0,Kevin Pollak,Héctor Jiménez,Erick Elias,3105269.0,3000000.0,174,Mexico
Love's Abiding Joy,Michael Landon Jr.,7.2,William Morgan Sheppard,Kevin Gage,Brianna Brown,252726.0,3000000.0,76,USA
Bachelorette,Leslye Headland,5.3,Kirsten Dunst,Adam Scott,Andrew Rannells,418268.0,3000000.0,0,USA
Tim and Eric's Billion Dollar Movie,Tim Heidecker,5.3,Michael Gross,William Atherton,Bob Ross,200803.0,3000000.0,0,USA
The Gambler,Rupert Wyatt,6.0,George Kennedy,Cjon Saulsberry,Griffin Cleveland,33631221.0,25000000.0,0,USA
Summer Storm,Marco Kreuzpaintner,7.4,Alicja Bachleda,Kostja Ullmann,Robert Stadlober,95016.0,2700000.0,442,Germany
Fort McCoy,Kate Connor,5.9,Johnny Pacar,Eric Stoltz,Brendan Fehr,73678.0,3000000.0,348,USA
Chain Letter,Deon Taylor,4.1,Matt Cohen,Betsy Russell,Noah Segan,143000.0,5000000.0,0,USA
Just Looking,Jason Alexander,6.7,Gretchen Mol,Patti LuPone,Peter Onorati,39852.0,3000000.0,117,USA
The Divide,Xavier Gens,5.8,Michael Biehn,Lauren German,Rosanna Arquette,22000.0,3000000.0,0,Germany
Alice in Wonderland,Tim Burton,6.5,Johnny Depp,Alan Rickman,Anne Hathaway,334185206.0,200000000.0,24000,USA
Tanner Hall,Francesca Gregorini,5.9,Tom Everett Scott,Amy Sedaris,Chris Kattan,5005.0,3000000.0,448,USA
Cinderella,Kenneth Branagh,7.0,Hayley Atwell,Derek Jacobi,Lily James,201148159.0,95000000.0,56000,USA
Central Station,Walter Salles,8.0,Fernanda Montenegro,Matheus Nachtergaele,Othon Bastos,5595428.0,2900000.0,0,Brazil
Boynton Beach Club,Susan Seidelman,6.5,Dyan Cannon,Michael Nouri,Brenda Vaccaro,3123749.0,1500000.0,88,USA
Freakonomics,Heidi Ewing,6.4,Greg Crowe,James Ransone,Tempestt Bledsoe,100675.0,3000000.0,0,USA
High Tension,Alexandre Aja,6.8,Cécile De France,Maïwenn,Oana Pellea,3645438.0,2200000.0,0,France
Hustle & Flow,Craig Brewer,7.4,Isaac Hayes,Paula Jai Parker,Elise Neal,22201636.0,8000000.0,0,USA
Some Like It Hot,Billy Wilder,8.3,Nehemiah Persoff,Joe E. Brown,George Raft,25000000.0,2883848.0,10000,USA
Friday the 13th Part VII: The New Blood,John Carl Buechler,5.3,Kane Hodder,Terry Kiser,William Butler,19170001.0,2800000.0,0,USA
The Wizard of Oz,Victor Fleming,8.1,Margaret Hamilton,Terry,Billie Burke,22202612.0,2800000.0,14000,USA
Young Frankenstein,Mel Brooks,8.0,Madeline Kahn,Peter Boyle,Teri Garr,86300000.0,2800000.0,14000,USA
